order_item_id,order_id,product_id,quantity,price_per_unit,total_price
1048,514,190,2,1950,3900
1049,515,477,1,1176,1176
1050,515,452,4,269,1076
1051,516,279,4,422,1688
1052,517,210,3,673,2019
1053,518,236,1,974,974
1054,518,475,2,272,544
1055,519,242,5,1896,9480
1056,519,407,4,846,3384
1057,520,236,3,974,2922
1058,520,346,4,1236,4944
1059,521,13,3,339,1017
1060,522,160,1,800,800
1061,523,311,1,1777,1777
1062,524,55,3,48,144
1063,524,173,5,1437,7185
1064,524,6,3,1466,4398
1065,525,317,3,1697,5091
1066,525,211,3,307,921
1067,525,10,3,1930,5790
1068,526,231,3,292,876
1069,527,264,4,212,848
1070,527,175,1,1872,1872
1071,527,302,3,1908,5724
1072,528,416,2,99,198
1073,528,3,4,1858,7432
1074,528,230,1,1058,1058
1075,529,8,1,1432,1432
1076,529,324,5,797,3985
1077,530,454,2,429,858
1078,530,474,3,1642,4926
1079,530,28,1,97,97
1080,531,275,3,1647,4941
1081,531,401,4,1298,5192
1082,531,142,3,1907,5721
1083,532,72,3,130,390
1084,532,446,4,1335,5340
1085,533,19,1,895,895
1086,534,427,4,813,3252
1087,534,86,5,1228,6140
1088,535,101,2,1146,2292
1089,536,149,1,311,311
1090,536,490,3,477,1431
1091,537,143,5,1998,9990
1092,537,358,3,33,99
1093,537,70,1,739,739
1094,538,466,2,1601,3202
1095,539,132,5,1788,8940
1096,540,6,3,1466,4398
1097,540,292,5,123,615
1098,541,25,1,1035,1035
1099,541,500,5,1071,5355
1100,541,165,4,567,2268
1101,542,300,2,1390,2780
1102,542,479,4,349,1396
1103,542,241,4,1563,6252
1104,543,41,4,1744,6976
1105,543,111,2,1297,2594
1106,543,232,2,595,1190
1107,544,480,1,897,897
1108,544,433,1,446,446
1109,545,265,5,343,1715
1110,545,259,5,1873,9365
1111,545,60,5,1294,6470
1112,546,152,1,94,94
1113,546,212,2,1655,3310
1114,546,486,1,711,711
1115,547,444,5,414,2070
1116,548,259,1,1873,1873
1117,548,9,5,1668,8340
1118,549,356,2,1885,3770
1119,550,5,1,1749,1749
1120,550,420,2,666,1332
1121,551,474,1,1642,1642
1122,552,7,3,958,2874
1123,553,493,3,1967,5901
1124,554,126,4,234,936
1125,554,396,2,842,1684
1126,555,440,2,1992,3984
1127,556,360,3,1901,5703
1128,557,109,3,1990,5970
1129,558,94,5,635,3175
1130,558,31,5,629,3145
1131,559,368,2,1564,3128
1132,560,466,1,1601,1601
1133,560,274,3,1752,5256
1134,560,224,1,1881,1881
1135,561,149,5,311,1555
1136,561,196,1,1062,1062
1137,561,236,5,974,4870
1138,562,411,1,1346,1346
1139,562,7,1,958,958
1140,563,242,3,1896,5688
1141,563,457,2,796,1592
1142,564,428,5,1919,9595
1143,565,293,1,1418,1418
1144,566,330,5,1307,6535
1145,566,443,4,1610,6440
1146,566,406,5,909,4545
1147,567,3,4,1858,7432
1148,567,221,1,46,46
1149,568,119,4,119,476
1150,568,456,1,1955,1955
1151,568,364,4,1496,5984
1152,569,487,2,561,1122
1153,569,485,2,994,1988
1154,569,125,5,130,650
1155,570,434,3,1033,3099
1156,570,500,4,1071,4284
1157,570,41,4,1744,6976
1158,571,278,2,1725,3450
1159,571,457,5,796,3980
1160,572,271,4,1646,6584
1161,572,237,5,1788,8940
1162,573,158,1,1115,1115
1163,573,101,1,1146,1146
1164,574,150,5,1751,8755
1165,574,149,4,311,1244
1166,574,158,4,1115,4460
1167,575,484,1,384,384
1168,576,187,3,529,1587
1169,577,35,5,1569,7845
1170,577,273,4,1332,5328
1171,578,308,3,867,2601
1172,579,25,5,1035,5175
1173,580,361,4,463,1852
1174,580,465,4,1453,5812
1175,581,437,2,464,928
1176,581,164,2,639,1278
1177,582,119,1,119,119
1178,582,260,3,1198,3594
1179,582,302,1,1908,1908
1180,583,269,3,691,2073
1181,583,136,4,1588,6352
1182,584,88,2,811,1622
1183,585,25,2,1035,2070
1184,585,5,3,1749,5247
1185,585,130,2,1429,2858
1186,586,469,4,355,1420
1187,586,31,3,629,1887
1188,587,400,2,744,1488
1189,588,145,5,763,3815
1190,589,32,2,866,1732
1191,589,486,5,711,3555
1192,590,108,5,50,250
1193,590,291,2,1760,3520
1194,591,175,2,1872,3744
1195,591,350,1,1151,1151
1196,592,458,3,1134,3402
1197,593,159,3,748,2244
1198,593,76,5,37,185
1199,593,335,2,645,1290
1200,594,304,3,156,468
1201,594,266,2,851,1702
1202,594,53,4,1451,5804
1203,595,367,2,1656,3312
1204,595,70,4,739,2956
1205,595,162,5,1868,9340
1206,596,459,4,435,1740
1207,597,499,3,975,2925
1208,598,193,2,1724,3448
1209,599,77,4,1647,6588
1210,600,31,4,629,2516
1211,600,100,3,880,2640
1212,600,439,4,1214,4856
1213,601,311,1,1777,1777
1214,602,96,3,1698,5094
1215,603,441,5,1241,6205
1216,603,345,3,97,291
1217,604,119,1,119,119
1218,604,373,4,1892,7568
1219,604,107,2,657,1314
1220,605,411,4,1346,5384
1221,605,142,4,1907,7628
1222,606,94,5,635,3175
1223,607,485,1,994,994
1224,608,78,2,15,30
1225,608,335,3,645,1935
1226,608,484,1,384,384
1227,609,212,3,1655,4965
1228,609,386,2,218,436
1229,610,1,4,480,1920
1230,610,108,5,50,250
1231,611,353,2,316,632
1232,612,268,4,1265,5060
1233,612,234,2,340,680
1234,613,304,3,156,468
1235,613,156,1,1079,1079
1236,614,193,2,1724,3448
1237,614,479,5,349,1745
1238,614,231,4,292,1168
1239,615,173,5,1437,7185
1240,615,457,5,796,3980
1241,615,448,2,608,1216
1242,616,443,2,1610,3220
1243,616,428,2,1919,3838
1244,616,483,3,1699,5097
1245,617,494,4,1634,6536
1246,617,425,2,469,938
1247,617,202,5,1844,9220
1248,618,111,5,1297,6485
1249,618,134,3,1944,5832
1250,619,471,4,1646,6584
1251,619,465,4,1453,5812
1252,620,324,5,797,3985
1253,620,397,2,1672,3344
1254,620,300,3,1390,4170
1255,621,181,2,384,768
1256,621,99,1,335,335
1257,622,177,5,627,3135
1258,622,465,1,1453,1453
1259,622,476,2,1170,2340
1260,623,71,3,1408,4224
1261,623,6,5,1466,7330
1262,623,265,2,343,686
1263,624,13,3,339,1017
1264,624,413,1,492,492
1265,625,78,4,15,60
1266,625,312,4,1187,4748
1267,626,419,1,802,802
1268,626,98,3,863,2589
1269,627,66,5,1331,6655
1270,627,61,4,593,2372
1271,627,57,2,581,1162
1272,628,126,5,234,1170
1273,629,45,4,1399,5596
1274,630,157,1,1187,1187
1275,631,487,3,561,1683
1276,631,301,3,1098,3294
1277,631,259,5,1873,9365
1278,632,70,2,739,1478
1279,633,27,4,1268,5072
1280,633,243,1,970,970
1281,633,186,3,1506,4518
1282,634,68,5,108,540
1283,634,467,4,319,1276
1284,634,377,1,756,756
1285,635,200,2,674,1348
1286,635,421,3,542,1626
1287,635,136,5,1588,7940
1288,636,286,3,1078,3234
1289,636,207,4,883,3532
1290,636,398,2,90,180
1291,637,159,1,748,748
1292,638,443,2,1610,3220
1293,639,434,5,1033,5165
1294,639,425,3,469,1407
1295,640,496,1,768,768
1296,641,201,5,1036,5180
1297,641,459,3,435,1305
1298,641,54,3,1187,3561
1299,642,205,3,835,2505
1300,642,354,2,199,398
1301,642,83,2,182,364
1302,643,107,2,657,1314
1303,643,91,1,211,211
1304,644,188,1,1149,1149
1305,644,113,4,1877,7508
1306,645,274,5,1752,8760
1307,645,268,2,1265,2530
1308,645,267,2,1523,3046
1309,646,298,4,522,2088
1310,647,399,1,1157,1157
1311,647,140,1,474,474
1312,647,469,5,355,1775
1313,648,416,4,99,396
1314,648,79,2,484,968
1315,648,253,3,24,72
1316,649,416,4,99,396
1317,650,344,3,443,1329
1318,651,180,4,1841,7364
1319,652,188,3,1149,3447
1320,652,276,1,357,357
1321,653,383,4,1495,5980
1322,654,41,2,1744,3488
1323,655,472,3,1753,5259
1324,655,236,1,974,974
1325,655,475,3,272,816
1326,656,174,5,673,3365
1327,656,476,4,1170,4680
1328,656,294,5,1264,6320
1329,657,397,5,1672,8360
1330,657,409,3,1692,5076
1331,658,127,4,210,840
1332,658,284,5,1435,7175
1333,658,390,4,1058,4232
1334,659,148,5,1885,9425
1335,659,72,4,130,520
1336,659,53,3,1451,4353
1337,660,435,3,158,474
1338,661,500,3,1071,3213
1339,661,437,1,464,464
1340,662,180,1,1841,1841
1341,662,159,3,748,2244
1342,663,21,5,1275,6375
1343,663,129,5,1929,9645
1344,663,253,1,24,24
1345,664,146,5,1961,9805
1346,665,430,5,1407,7035
1347,665,203,5,230,1150
1348,666,422,1,452,452
1349,667,94,1,635,635
1350,668,385,4,331,1324
1351,668,343,5,1823,9115
1352,668,312,1,1187,1187
1353,669,288,4,1212,4848
1354,669,56,1,908,908
1355,669,462,3,1344,4032
1356,670,369,2,998,1996
1357,670,290,3,943,2829
1358,671,300,4,1390,5560
1359,671,51,3,1195,3585
1360,672,383,1,1495,1495
1361,673,336,1,861,861
1362,673,381,4,1179,4716
1363,673,96,2,1698,3396
1364,674,321,4,452,1808
1365,674,48,3,393,1179
1366,674,184,2,1634,3268
1367,675,260,4,1198,4792
1368,675,260,2,1198,2396
1369,675,364,4,1496,5984
1370,676,404,4,152,608
1371,676,128,1,321,321
1372,677,398,4,90,360
1373,677,10,4,1930,7720
1374,678,214,5,1322,6610
1375,679,106,3,1023,3069
1376,679,143,1,1998,1998
1377,679,279,5,422,2110
1378,680,298,3,522,1566
1379,681,362,4,1046,4184
1380,682,219,5,1194,5970
1381,682,193,5,1724,8620
1382,682,358,5,33,165
1383,683,383,5,1495,7475
1384,683,219,5,1194,5970
1385,684,447,2,1996,3992
1386,684,425,1,469,469
1387,685,327,4,1003,4012
1388,686,273,4,1332,5328
1389,686,192,2,1084,2168
1390,687,423,2,543,1086
1391,687,156,1,1079,1079
1392,687,103,5,1431,7155
1393,688,450,5,1191,5955
1394,688,271,2,1646,3292
1395,688,207,4,883,3532
1396,689,105,1,603,603
1397,690,158,4,1115,4460
1398,691,155,1,923,923
1399,691,360,4,1901,7604
1400,692,340,2,782,1564
1401,692,311,2,1777,3554
1402,692,340,2,782,1564
1403,693,448,5,608,3040
1404,693,36,5,931,4655
1405,694,177,4,627,2508
1406,694,463,2,1254,2508
1407,694,494,5,1634,8170
1408,695,163,3,112,336
1409,695,93,1,306,306
1410,695,467,1,319,319
1411,696,270,5,1453,7265
1412,696,260,1,1198,1198
1413,697,311,1,1777,1777
1414,697,375,1,1977,1977
1415,697,362,4,1046,4184
1416,698,284,5,1435,7175
1417,698,6,3,1466,4398
1418,699,120,3,1392,4176
1419,699,314,4,1883,7532
1420,700,184,4,1634,6536
1421,700,126,3,234,702
1422,700,458,5,1134,5670
1423,701,408,3,1119,3357
1424,702,257,1,1040,1040
1425,703,259,3,1873,5619
1426,703,233,1,1761,1761
1427,703,448,4,608,2432
1428,704,423,1,543,543
1429,704,393,4,1100,4400
1430,704,15,5,361,1805
1431,705,141,5,1037,5185
1432,706,99,2,335,670
1433,706,124,5,922,4610
1434,707,99,1,335,335
1435,708,354,5,199,995
1436,708,61,5,593,2965
1437,708,168,5,407,2035
1438,709,20,3,1179,3537
1439,709,180,2,1841,3682
1440,709,215,3,687,2061
1441,710,67,1,1787,1787
1442,710,339,5,510,2550
1443,711,269,5,691,3455
1444,711,370,5,423,2115
1445,712,314,1,1883,1883
1446,712,352,1,931,931
1447,713,258,2,1476,2952
1448,713,368,3,1564,4692
1449,713,132,1,1788,1788
1450,714,380,4,807,3228
1451,714,77,1,1647,1647
1452,715,56,2,908,1816
1453,716,415,4,387,1548
1454,716,72,3,130,390
1455,717,415,3,387,1161
1456,717,142,1,1907,1907
1457,718,261,1,1384,1384
1458,718,419,5,802,4010
1459,718,410,5,1240,6200
1460,719,291,5,1760,8800
1461,719,369,3,998,2994
1462,720,345,3,97,291
1463,720,59,3,1327,3981
1464,720,495,2,15,30
1465,721,95,5,1668,8340
1466,722,354,3,199,597
1467,722,276,2,357,714
1468,723,429,3,152,456
1469,723,7,1,958,958
1470,723,276,2,357,714
1471,724,400,1,744,744
1472,724,92,3,1663,4989
1473,724,46,3,1595,4785
1474,725,358,2,33,66
1475,726,346,4,1236,4944
1476,726,115,5,713,3565
1477,726,464,2,1005,2010
1478,727,35,2,1569,3138
1479,728,268,2,1265,2530
1480,728,348,1,544,544
1481,728,70,2,739,1478
1482,729,94,5,635,3175
1483,729,293,3,1418,4254
1484,729,273,2,1332,2664
1485,730,42,1,1265,1265
1486,730,96,1,1698,1698
1487,731,239,3,521,1563
1488,731,25,3,1035,3105
1489,731,93,3,306,918
1490,732,47,4,1940,7760
1491,733,387,4,724,2896
1492,734,267,1,1523,1523
1493,734,300,1,1390,1390
1494,734,330,1,1307,1307
1495,735,500,5,1071,5355
1496,735,249,2,1684,3368
1497,736,174,2,673,1346
1498,737,294,2,1264,2528
1499,737,126,5,234,1170
1500,737,492,2,90,180
1501,738,93,5,306,1530
1502,738,16,3,116,348
1503,738,381,1,1179,1179
1504,739,217,2,1881,3762
1505,740,7,2,958,1916
1506,741,189,4,499,1996
1507,741,306,2,496,992
1508,741,274,1,1752,1752
1509,742,149,1,311,311
1510,742,244,3,55,165
1511,743,34,3,449,1347
1512,743,273,3,1332,3996
1513,743,107,1,657,657
1514,744,174,2,673,1346
1515,744,130,2,1429,2858
1516,744,289,5,1898,9490
1517,745,252,5,1936,9680
1518,745,300,2,1390,2780
1519,745,340,4,782,3128
1520,746,392,5,1810,9050
1521,746,103,5,1431,7155
1522,746,434,3,1033,3099
1523,747,213,5,1700,8500
1524,747,17,3,479,1437
1525,747,222,5,361,1805
1526,748,316,3,406,1218
1527,748,170,1,388,388
1528,748,98,5,863,4315
1529,749,410,4,1240,4960
1530,749,250,2,737,1474
1531,750,17,4,479,1916
1532,750,472,5,1753,8765
1533,750,278,4,1725,6900
1534,751,397,2,1672,3344
1535,751,55,1,48,48
1536,751,124,2,922,1844
1537,752,292,1,123,123
1538,753,447,2,1996,3992
1539,753,470,3,665,1995
1540,753,360,5,1901,9505
1541,754,362,1,1046,1046
1542,754,374,5,1274,6370
1543,755,64,5,386,1930
1544,755,24,5,575,2875
1545,756,449,2,1106,2212
1546,757,342,2,1189,2378
1547,758,489,2,1376,2752
1548,759,100,1,880,880
1549,760,384,3,1140,3420
1550,761,146,3,1961,5883
1551,762,223,1,1719,1719
1552,762,271,3,1646,4938
1553,762,405,5,85,425
1554,763,207,3,883,2649
1555,764,161,5,716,3580
1556,765,110,2,944,1888
1557,765,97,3,629,1887
1558,765,263,3,1758,5274
1559,766,183,3,1977,5931
1560,766,401,4,1298,5192
1561,766,103,1,1431,1431
1562,767,241,2,1563,3126
1563,768,155,5,923,4615
1564,768,254,2,424,848
1565,768,354,3,199,597
1566,769,313,5,1331,6655
1567,770,58,1,988,988
1568,771,110,1,944,944
1569,772,364,1,1496,1496
1570,772,229,4,1613,6452
1571,773,41,2,1744,3488
1572,773,464,1,1005,1005
1573,773,28,2,97,194
1574,774,415,1,387,387
1575,774,319,2,486,972
1576,774,3,4,1858,7432
1577,775,45,4,1399,5596
1578,775,329,4,1451,5804
1579,775,447,5,1996,9980
1580,776,408,2,1119,2238
1581,777,480,4,897,3588
1582,778,179,5,1067,5335
1583,778,430,1,1407,1407
1584,779,324,4,797,3188
1585,780,361,4,463,1852
1586,780,403,5,1864,9320
1587,781,213,5,1700,8500
1588,781,131,2,1118,2236
1589,782,418,4,630,2520
1590,783,242,2,1896,3792
1591,783,455,2,1290,2580
1592,783,339,3,510,1530
1593,784,386,3,218,654
1594,785,452,5,269,1345
1595,785,209,5,1531,7655
1596,785,489,5,1376,6880
1597,786,270,5,1453,7265
1598,787,68,4,108,432
1599,788,48,5,393,1965
1600,789,16,5,116,580
1601,790,56,1,908,908
1602,790,320,2,695,1390
1603,791,481,5,555,2775
1604,791,351,4,256,1024
1605,792,83,3,182,546
1606,792,159,2,748,1496
1607,793,412,1,178,178
1608,794,323,4,1836,7344
1609,794,133,4,608,2432
1610,795,464,5,1005,5025
1611,796,84,1,1446,1446
1612,796,481,2,555,1110
1613,797,500,3,1071,3213
1614,798,137,3,266,798
1615,798,486,4,711,2844
1616,799,139,3,1550,4650
1617,799,90,3,493,1479
1618,799,446,1,1335,1335
1619,800,56,3,908,2724
1620,801,249,4,1684,6736
1621,802,413,1,492,492
1622,802,396,3,842,2526
1623,803,95,5,1668,8340
1624,803,211,2,307,614
1625,804,132,3,1788,5364
1626,805,421,5,542,2710
1627,806,78,2,15,30
1628,806,258,2,1476,2952
1629,806,366,2,1371,2742
1630,807,294,5,1264,6320
1631,808,491,3,806,2418
1632,808,164,5,639,3195
1633,808,457,4,796,3184
1634,809,325,1,1009,1009
1635,809,158,1,1115,1115
1636,810,347,5,1351,6755
1637,811,261,5,1384,6920
1638,811,298,1,522,522
1639,812,492,1,90,90
1640,813,399,3,1157,3471
1641,814,439,3,1214,3642
1642,815,453,5,736,3680
1643,816,449,1,1106,1106
1644,817,454,3,429,1287
1645,818,255,5,1184,5920
1646,819,419,5,802,4010
1647,819,3,5,1858,9290
1648,819,292,4,123,492
1649,820,75,3,1033,3099
1650,821,191,1,363,363
1651,821,481,5,555,2775
1652,821,344,4,443,1772
1653,822,127,2,210,420
1654,822,460,5,1761,8805
1655,823,150,5,1751,8755
1656,823,316,1,406,406
1657,823,70,5,739,3695
1658,824,257,1,1040,1040
1659,824,389,5,1315,6575
1660,825,306,2,496,992
1661,825,31,1,629,629
1662,825,152,2,94,188
1663,826,140,5,474,2370
1664,826,125,3,130,390
1665,827,472,1,1753,1753
1666,827,107,4,657,2628
1667,828,339,4,510,2040
1668,828,391,3,1271,3813
1669,828,188,5,1149,5745
1670,829,17,2,479,958
1671,829,293,1,1418,1418
1672,830,302,3,1908,5724
1673,830,163,2,112,224
1674,831,9,4,1668,6672
1675,831,26,3,161,483
1676,831,211,1,307,307
1677,832,109,1,1990,1990
1678,832,488,5,834,4170
1679,832,163,4,112,448
1680,833,86,1,1228,1228
1681,834,356,2,1885,3770
1682,835,267,1,1523,1523
1683,835,155,3,923,2769
1684,835,169,1,1909,1909
1685,836,22,2,401,802
1686,837,375,4,1977,7908
1687,838,103,4,1431,5724
1688,838,441,4,1241,4964
1689,839,348,1,544,544
1690,840,38,4,1468,5872
1691,841,483,1,1699,1699
1692,841,427,1,813,813
1693,841,61,5,593,2965
1694,842,79,5,484,2420
1695,842,487,3,561,1683
1696,843,468,5,731,3655
1697,843,497,4,1361,5444
1698,843,209,2,1531,3062
1699,844,59,4,1327,5308
1700,844,443,2,1610,3220
1701,845,176,5,269,1345
1702,845,477,1,1176,1176
1703,845,130,3,1429,4287
1704,846,273,1,1332,1332
1705,846,190,3,1950,5850
1706,847,284,2,1435,2870
1707,848,382,2,802,1604
1708,848,90,3,493,1479
1709,848,235,2,1473,2946
1710,849,425,3,469,1407
1711,849,309,1,1193,1193
1712,849,389,5,1315,6575
1713,850,143,4,1998,7992
1714,850,334,4,1824,7296
1715,850,262,4,862,3448
1716,851,353,1,316,316
1717,851,121,1,941,941
1718,851,431,1,281,281
1719,852,473,4,834,3336
1720,852,136,3,1588,4764
1721,853,47,1,1940,1940
1722,853,381,3,1179,3537
1723,853,311,5,1777,8885
1724,854,424,1,1567,1567
1725,854,281,5,1305,6525
1726,855,365,4,1492,5968
1727,856,302,3,1908,5724
1728,857,234,3,340,1020
1729,857,454,4,429,1716
1730,858,232,1,595,595
1731,858,90,4,493,1972
1732,859,170,4,388,1552
1733,859,186,1,1506,1506
1734,859,262,4,862,3448
1735,860,114,2,491,982
1736,860,301,1,1098,1098
1737,861,181,3,384,1152
1738,861,272,1,211,211
1739,862,214,4,1322,5288
1740,862,87,5,340,1700
1741,862,176,1,269,269
1742,863,380,2,807,1614
1743,863,18,4,1403,5612
1744,863,57,5,581,2905
1745,864,412,4,178,712
1746,865,77,1,1647,1647
1747,865,52,1,1582,1582
1748,865,197,4,1796,7184
1749,866,111,4,1297,5188
1750,866,168,4,407,1628
1751,866,98,1,863,863
1752,867,381,1,1179,1179
1753,867,315,3,1319,3957
1754,868,376,5,244,1220
1755,868,127,5,210,1050
1756,869,95,3,1668,5004
1757,870,160,3,800,2400
1758,870,420,4,666,2664
1759,871,378,5,1000,5000
1760,871,142,5,1907,9535
1761,872,436,5,958,4790
1762,872,324,2,797,1594
1763,872,32,5,866,4330
1764,873,438,5,601,3005
1765,874,425,1,469,469
1766,874,208,1,1428,1428
1767,874,199,2,1129,2258
1768,875,360,4,1901,7604
1769,875,97,1,629,629
1770,876,352,4,931,3724
1771,876,189,4,499,1996
1772,876,378,2,1000,2000
1773,877,105,1,603,603
1774,877,186,1,1506,1506
1775,878,93,2,306,612
1776,879,242,1,1896,1896
1777,879,242,3,1896,5688
1778,879,29,5,1851,9255
1779,880,460,4,1761,7044
1780,880,143,2,1998,3996
1781,881,82,4,590,2360
1782,881,168,2,407,814
1783,882,19,4,895,3580
1784,882,446,5,1335,6675
1785,882,473,3,834,2502
1786,883,43,4,479,1916
1787,883,58,5,988,4940
1788,883,38,2,1468,2936
1789,884,217,1,1881,1881
1790,884,348,5,544,2720
1791,885,110,3,944,2832
1792,885,25,3,1035,3105
1793,886,175,4,1872,7488
1794,886,45,1,1399,1399
1795,886,254,4,424,1696
1796,887,82,3,590,1770
1797,888,374,4,1274,5096
1798,888,158,4,1115,4460
1799,888,273,1,1332,1332
1800,889,468,1,731,731
1801,889,385,1,331,331
1802,890,324,2,797,1594
1803,890,75,4,1033,4132
1804,891,8,3,1432,4296
1805,892,239,1,521,521
1806,893,442,2,562,1124
1807,893,431,1,281,281
1808,894,244,3,55,165
1809,894,39,3,595,1785
1810,895,276,1,357,357
1811,896,132,3,1788,5364
1812,896,213,3,1700,5100
1813,897,73,1,815,815
1814,898,85,2,1343,2686
1815,898,151,1,1307,1307
1816,899,45,3,1399,4197
1817,899,149,2,311,622
1818,900,405,2,85,170
1819,900,430,3,1407,4221
1820,901,401,2,1298,2596
1821,901,3,5,1858,9290
1822,901,400,5,744,3720
1823,902,43,2,479,958
1824,903,267,1,1523,1523
1825,904,450,1,1191,1191
1826,905,136,5,1588,7940
1827,905,40,3,1512,4536
1828,905,279,1,422,422
1829,906,412,1,178,178
1830,906,457,4,796,3184
1831,907,432,4,1466,5864
1832,908,189,3,499,1497
1833,909,79,4,484,1936
1834,909,154,4,1033,4132
1835,910,464,1,1005,1005
1836,910,73,4,815,3260
1837,911,163,3,112,336
1838,912,341,3,1766,5298
1839,913,379,2,1024,2048
1840,914,221,4,46,184
1841,914,251,5,1018,5090
1842,914,123,3,1676,5028
1843,915,151,5,1307,6535
1844,915,80,2,1317,2634
1845,915,80,1,1317,1317
1846,916,468,1,731,731
1847,916,401,5,1298,6490
1848,916,68,4,108,432
1849,917,454,1,429,429
1850,917,164,2,639,1278
1851,917,219,1,1194,1194
1852,918,445,3,1076,3228
1853,918,396,1,842,842
1854,919,343,1,1823,1823
1855,920,294,4,1264,5056
1856,920,252,1,1936,1936
1857,921,341,1,1766,1766
1858,921,389,2,1315,2630
1859,921,14,5,355,1775
1860,922,178,4,1849,7396
1861,923,328,4,101,404
1862,924,215,2,687,1374
1863,925,180,4,1841,7364
1864,926,353,3,316,948
1865,926,498,1,340,340
1866,926,380,4,807,3228
1867,927,357,1,1390,1390
1868,927,338,5,621,3105
1869,927,39,3,595,1785
1870,928,464,4,1005,4020
1871,929,229,4,1613,6452
1872,929,122,3,721,2163
1873,930,284,4,1435,5740
1874,931,12,2,1057,2114
1875,931,320,1,695,695
1876,932,205,3,835,2505
1877,933,443,4,1610,6440
1878,933,111,4,1297,5188
1879,933,309,2,1193,2386
1880,934,394,2,513,1026
1881,934,471,5,1646,8230
1882,934,3,5,1858,9290
1883,935,12,2,1057,2114
1884,935,48,1,393,393
1885,935,75,5,1033,5165
1886,936,224,5,1881,9405
1887,937,299,2,1843,3686
1888,938,4,5,1906,9530
1889,939,161,1,716,716
1890,939,24,5,575,2875
1891,939,311,1,1777,1777
1892,940,295,4,899,3596
1893,940,276,4,357,1428
1894,941,286,5,1078,5390
1895,942,112,2,792,1584
1896,942,422,2,452,904
1897,942,68,4,108,432
1898,943,279,1,422,422
1899,944,405,2,85,170
1900,944,352,2,931,1862
1901,944,484,3,384,1152
1902,945,96,3,1698,5094
1903,946,213,4,1700,6800
1904,946,81,2,957,1914
1905,947,453,5,736,3680
1906,947,280,1,1106,1106
1907,947,233,2,1761,3522
1908,948,249,4,1684,6736
1909,949,441,4,1241,4964
1910,949,66,1,1331,1331
1911,950,423,5,543,2715
1912,951,251,1,1018,1018
1913,951,366,2,1371,2742
1914,951,312,3,1187,3561
1915,952,285,5,774,3870
1916,952,338,2,621,1242
1917,952,120,4,1392,5568
1918,953,31,1,629,629
1919,953,223,5,1719,8595
1920,954,144,1,1452,1452
1921,954,491,5,806,4030
1922,954,106,1,1023,1023
1923,955,299,1,1843,1843
1924,955,257,5,1040,5200
1925,956,293,1,1418,1418
1926,956,483,5,1699,8495
1927,956,172,1,1827,1827
1928,957,219,5,1194,5970
1929,957,212,5,1655,8275
1930,958,167,5,56,280
1931,959,241,1,1563,1563
1932,960,482,3,1818,5454
1933,960,125,3,130,390
1934,960,26,3,161,483
1935,961,77,1,1647,1647
1936,962,122,1,721,721
1937,962,377,3,756,2268
1938,963,463,4,1254,5016
1939,964,312,3,1187,3561
1940,964,388,4,1168,4672
1941,965,440,2,1992,3984
1942,966,127,1,210,210
1943,967,79,5,484,2420
1944,967,75,5,1033,5165
1945,967,288,4,1212,4848
1946,968,200,4,674,2696
1947,969,190,5,1950,9750
1948,969,495,2,15,30
1949,969,272,4,211,844
1950,970,147,4,1195,4780
1951,971,209,4,1531,6124
1952,971,136,4,1588,6352
1953,971,406,2,909,1818
1954,972,398,3,90,270
1955,973,217,1,1881,1881
1956,974,251,4,1018,4072
1957,975,470,2,665,1330
1958,976,342,5,1189,5945
1959,976,418,3,630,1890
1960,976,421,1,542,542
1961,977,401,3,1298,3894
1962,977,25,3,1035,3105
1963,977,273,5,1332,6660
1964,978,116,3,983,2949
1965,978,228,5,1094,5470
1966,978,380,5,807,4035
1967,979,452,5,269,1345
1968,979,24,3,575,1725
1969,979,51,5,1195,5975
1970,980,180,2,1841,3682
1971,980,462,2,1344,2688
1972,981,99,4,335,1340
1973,982,211,3,307,921
1974,982,391,3,1271,3813
1975,983,305,4,967,3868
1976,983,218,4,631,2524
1977,983,468,1,731,731
1978,984,202,5,1844,9220
1979,984,491,1,806,806
1980,984,37,4,1624,6496
1981,985,350,5,1151,5755
1982,985,70,5,739,3695
1983,986,10,1,1930,1930
1984,986,368,2,1564,3128
1985,987,215,4,687,2748
1986,987,344,4,443,1772
1987,987,45,2,1399,2798
1988,988,122,3,721,2163
1989,989,132,4,1788,7152
1990,989,133,5,608,3040
1991,990,292,4,123,492
1992,990,341,1,1766,1766
1993,991,248,1,77,77
1994,992,93,4,306,1224
1995,993,128,2,321,642
1996,993,330,3,1307,3921
1997,993,32,4,866,3464
1998,994,128,2,321,642
1999,995,339,4,510,2040
2000,996,276,5,357,1785
2001,996,28,5,97,485
2002,996,193,5,1724,8620
2003,997,248,4,77,308
2004,997,187,2,529,1058
2005,998,426,5,173,865
2006,998,159,3,748,2244
2007,998,22,2,401,802
2008,999,196,4,1062,4248
2009,1000,492,1,90,90
2010,1001,432,5,1466,7330
2011,1001,347,1,1351,1351
2012,1002,18,2,1403,2806
2013,1002,71,5,1408,7040
2014,1002,491,2,806,1612
2015,1003,333,3,941,2823
2016,1003,198,4,306,1224
2017,1004,404,5,152,760
2018,1004,146,5,1961,9805
2019,1005,347,1,1351,1351
2020,1005,132,4,1788,7152
2021,1006,204,4,386,1544
2022,1006,156,4,1079,4316
2023,1007,380,1,807,807
